product_fullName,product_url,text,cleaned_text,review_rating,review_date
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=2,"Really Nice I was scared, will it work? But after installation its perfect in this price range and working fine. Delivery was late but thanks to seller for this processor ????","['really', 'nice', 'scared', 'work', 'installation', 'perfect', 'price', 'range', 'working', 'fine', 'delivery', 'late', 'thanks', 'seller', 'processor']",positive,4 months ago
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=2,Value-for-money Nice Product,"['value-for-money', 'nice', 'product']",positive,"Jan, 2023"
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=2,Awesome Works well! The seller gave a better price for the processor. The delivery was a bit late though. Everything else is good.,"['awesome', 'works', 'well', 'seller', 'gave', 'better', 'price', 'processor', 'delivery', 'bit', 'late', 'though', 'everything', 'else', 'good']",positive,"Sep, 2022"
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=2,Best in the market! Awesome Product,"['best', 'market', 'awesome', 'product']",positive,3 months ago
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=2,Terrific Nice,"['terrific', 'nice']",positive,"Apr, 2023"
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=2,Brilliant Best 2nd Hand processor... I have received the product in super condition like new.,"['brilliant', 'best', '2nd', 'hand', 'processor', 'received', 'product', 'super', 'condition', 'like', 'new']",positive,"Jan, 2023"
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=2,"Perfect product! Best processor,no heating issue, just go for it. Seller is providing good processor at affordable price","['perfect', 'product', 'best', 'processor', 'heating', 'issue', 'go', 'seller', 'providing', 'good', 'processor', 'affordable', 'price']",positive,"Nov, 2022"
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=2,Fabulous! Working well ??,"['fabulous', 'working', 'well']",positive,"Oct, 2022"
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=2,Must buy! Great performance at this price range.,"['must', 'buy', 'great', 'performance', 'price', 'range']",positive,"Sep, 2022"
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=2,Very Good It works fine i am giving it 4 stars because i thought it would come with thermal paste but only the processor came a Lil disappointed had to buy it separately but everything else was good no scratches and packaging was good to,"['good', 'works', 'fine', 'giving', 'stars', 'thought', 'would', 'come', 'thermal', 'paste', 'processor', 'came', 'lil', 'disappointed', 'buy', 'separately', 'everything', 'else', 'good', 'scratches', 'packaging', 'good']",positive,"Mar, 2023"
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=3,Terrific purchase Good item. Working fine,"['terrific', 'purchase', 'good', 'item', 'working', 'fine']",positive,"Sep, 2022"
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=3,"VERY GOOD CONDITION, THANKS SELLER VERY GOOD CONDITION, THANKS SELLER","['good', 'condition', 'thanks', 'seller', 'good', 'condition', 'thanks', 'seller']",positive,"Aug, 2022"
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=3,Mind-blowing purchase Working great.,"['mind-blowing', 'purchase', 'working', 'great']",positive,13 days ago
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=3,Perfect product! Supar good,"['perfect', 'product', 'supar', 'good']",positive,1 month ago
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=3,Absolute rubbish! Waste of money don't buy ??????????????????,"['absolute', 'rubbish', 'waste', 'money', ""n't"", 'buy']",negative,2 months ago
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=3,Classy product This processor value for money and best processor,"['classy', 'product', 'processor', 'value', 'money', 'best', 'processor']",positive,2 months ago
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=3,"Simply awesome This product is absolutely real and looks like not 2nd hand. Though I can't click pictures of that product still I attached a cpu performance picture with it. It comes with good thermal paste which works absolutely like a beast. If your budget is tight like me, then go for it.","['simply', 'awesome', 'product', 'absolutely', 'real', 'looks', 'like', '2nd', 'hand', 'though', 'ca', ""n't"", 'click', 'pictures', 'product', 'still', 'attached', 'cpu', 'performance', 'picture', 'comes', 'good', 'thermal', 'paste', 'works', 'absolutely', 'like', 'beast', 'budget', 'tight', 'like', 'go']",positive,3 months ago
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=3,Don't waste your money The Proccesor is not working show blank display even after trying on another motherboard and also after updating bios to latest version,"[""n't"", 'waste', 'money', 'proccesor', 'working', 'show', 'blank', 'display', 'even', 'trying', 'another', 'motherboard', 'also', 'updating', 'bios', 'latest', 'version']",negative,5 months ago
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=3,"Super! Working fine, easily installed. Nice upgrade for older desktop computer","['super', 'working', 'fine', 'easily', 'installed', 'nice', 'upgrade', 'older', 'desktop', 'computer']",positive,5 months ago
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=3,Mind-blowing purchase Good condition and good packaging too actually. so far its working without any issue,"['mind-blowing', 'purchase', 'good', 'condition', 'good', 'packaging', 'actually', 'far', 'working', 'without', 'issue']",positive,5 months ago
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=4,Unsatisfactory Worst product smd capacitor corcuit is damaged dont prefer this please dont buy this product,"['unsatisfactory', 'worst', 'product', 'smd', 'capacitor', 'corcuit', 'damaged', 'dont', 'prefer', 'please', 'dont', 'buy', 'product']",negative,6 months ago
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=4,"Wonderful Working good and smooth. I dont feel like a used one. It works just fine, for all day to day stuffs. Value for money...","['wonderful', 'working', 'good', 'smooth', 'dont', 'feel', 'like', 'used', 'one', 'works', 'fine', 'day', 'day', 'stuffs', 'value', 'money']",positive,6 months ago
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=4,Good choice Working fine,"['good', 'choice', 'working', 'fine']",positive,6 months ago
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=4,Highly recommended great This is working.,"['highly', 'recommended', 'great', 'working']",positive,7 months ago
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=4,Does the job Product averageI was expecting the K version Now that's just sad DONT NOT BUY the product,"['job', 'product', 'averagei', 'expecting', 'k', 'version', ""'s"", 'sad', 'dont', 'buy', 'product']",positive,7 months ago
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=4,Worth every penny Wow,"['worth', 'every', 'penny', 'wow']",positive,7 months ago
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=4,Wonderful Good product,"['wonderful', 'good', 'product']",positive,8 months ago
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=4,Best in the market! Fabulous product feels new,"['best', 'market', 'fabulous', 'product', 'feels', 'new']",positive,10 months ago
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=4,"Slightly disappointed I knew that I was ordering a used item. There were black marks on the CPU pins! I was worried whether the processor will run at all. Thankfully, it booted off much to my own surprise!","['slightly', 'disappointed', 'knew', 'ordering', 'used', 'item', 'black', 'marks', 'cpu', 'pins', 'worried', 'whether', 'processor', 'run', 'thankfully', 'booted', 'much', 'surprise']",negative,"Jun, 2023"
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=4,Super! Very nice product .,"['super', 'nice', 'product']",positive,"May, 2023"
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=5,"Terrific purchase Excellent product, new like condition working really good, really good seller","['terrific', 'purchase', 'excellent', 'product', 'new', 'like', 'condition', 'working', 'really', 'good', 'really', 'good', 'seller']",positive,"Mar, 2023"
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=5,Great product 100% product working.. Thanks Seller. Computer-ba tarakbatjok...i3 oni i7 processor ona upgrade kaora.,"['great', 'product', 'product', 'working', 'thanks', 'seller', 'computer-ba', 'tarakbatjok.i3', 'oni', 'i7', 'processor', 'ona', 'upgrade', 'kaora']",positive,"Feb, 2023"
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=5,"Fair Heating problem , when i play pubg pc or worzone cpu temp goes to 110","['fair', 'heating', 'problem', 'play', 'pubg', 'pc', 'worzone', 'cpu', 'temp', 'goes']",positive,"Jan, 2023"
intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-i7-3770-3-9-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmfa5j4jcma4px6?page=5,Classy product Awesome,"['classy', 'product', 'awesome']",positive,"Nov, 2022"
intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor,https://www.flipkart.com/intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor/product-reviews/itmdyzqrz3bgz2du?page=1,"excessive power I am really impressed by Intel i7 4790. It beats many competition. I upgraded from AMD FX 4100 and am seeing speedups of more than 100%. The rendering in Modo, Vray and Maxwell are very quick. The heat generation is a problem but I got a Cooler Master 120V cooling system which takes care of it.I eagerly await ZBrush ugraded to new 64-bit as that will be a smooth operation in this system.Games such as Skyrim with many mods looks cool and runs smooth and very well.I am happy with the purch...","['excessive', 'power', 'really', 'impressed', 'intel', 'i7', '4790.', 'beats', 'many', 'competition', 'upgraded', 'amd', 'fx', 'seeing', 'speedups', 'rendering', 'modo', 'vray', 'maxwell', 'quick', 'heat', 'generation', 'problem', 'got', 'cooler', 'master', '120v', 'cooling', 'system', 'takes', 'care', 'it.i', 'eagerly', 'await', 'zbrush', 'ugraded', 'new', '64-bit', 'smooth', 'operation', 'system.games', 'skyrim', 'many', 'mods', 'looks', 'cool', 'runs', 'smooth', 'well.i', 'happy', 'purch']",positive,"Sep, 2014"
intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor,https://www.flipkart.com/intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor/product-reviews/itmdyzqrz3bgz2du?page=1,good one but not the best its a good processor but the 3rd gen intel processors have less tdp and performance is equivalent. seriously i7 is for high end programming if you need for gaming i5 is sufficient,"['good', 'one', 'best', 'good', 'processor', '3rd', 'gen', 'intel', 'processors', 'less', 'tdp', 'performance', 'equivalent', 'seriously', 'i7', 'high', 'end', 'programming', 'need', 'gaming', 'i5', 'sufficient']",positive,"Oct, 2014"
intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor,https://www.flipkart.com/intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor/product-reviews/itmdyzqrz3bgz2du?page=1,Value-for-money Good performance high speed work.,"['value-for-money', 'good', 'performance', 'high', 'speed', 'work']",positive,4 months ago
intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor,https://www.flipkart.com/intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor/product-reviews/itmdyzqrz3bgz2du?page=1,Value-for-money Now working,"['value-for-money', 'working']",positive,6 months ago
intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor,https://www.flipkart.com/intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor/product-reviews/itmdyzqrz3bgz2du?page=1,Worth every penny I like it,"['worth', 'every', 'penny', 'like']",positive,7 months ago
intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor,https://www.flipkart.com/intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor/product-reviews/itmdyzqrz3bgz2du?page=1,Great product Nice package ?? nd working fine with zeb h81m2 16 GB Ram DDR3 500 GB nvme SSD and 2 GB gddr5 graphic card .all work completed for this poresar,"['great', 'product', 'nice', 'package', 'nd', 'working', 'fine', 'zeb', 'h81m2', 'gb', 'ram', 'ddr3', 'gb', 'nvme', 'ssd', 'gb', 'gddr5', 'graphic', 'card', '.all', 'work', 'completed', 'poresar']",positive,2 months ago
intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor,https://www.flipkart.com/intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor/product-reviews/itmdyzqrz3bgz2du?page=1,"Perfect product! The product is great!!! The packaging is also good and the seller even included a thermal paste with it, ty!","['perfect', 'product', 'product', 'great', 'packaging', 'also', 'good', 'seller', 'even', 'included', 'thermal', 'paste', 'ty']",positive,5 months ago
intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor,https://www.flipkart.com/intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor/product-reviews/itmdyzqrz3bgz2du?page=1,Must buy! High Parfomence Processor product packing best and condition good ??,"['must', 'buy', 'high', 'parfomence', 'processor', 'product', 'packing', 'best', 'condition', 'good']",positive,9 days ago
intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor,https://www.flipkart.com/intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor/product-reviews/itmdyzqrz3bgz2du?page=1,Unsatisfactory Do not buy a 4th generation processor it has a problem,"['unsatisfactory', 'buy', '4th', 'generation', 'processor', 'problem']",negative,17 days ago
intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor,https://www.flipkart.com/intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor/product-reviews/itmdyzqrz3bgz2du?page=1,Excellent Good,"['excellent', 'good']",positive,2 months ago
intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor,https://www.flipkart.com/intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor/product-reviews/itmdyzqrz3bgz2du?page=2,Good quality product Good product ?? ??,"['good', 'quality', 'product', 'good', 'product']",positive,3 months ago
intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor,https://www.flipkart.com/intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor/product-reviews/itmdyzqrz3bgz2du?page=2,Worth the money Best performance ????,"['worth', 'money', 'best', 'performance']",positive,4 months ago
intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor,https://www.flipkart.com/intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor/product-reviews/itmdyzqrz3bgz2du?page=2,Mind-blowing purchase Excellent,"['mind-blowing', 'purchase', 'excellent']",positive,4 months ago
intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor,https://www.flipkart.com/intel-i7-4790-4-ghz-lga-1150-socket-cores-desktop-processor/product-reviews/itmdyzqrz3bgz2du?page=2,Classy product Very nice product.... No problem,"['classy', 'product', 'nice', 'product', 'problem']",positive,5 months ago
intel-3570k-3-4-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-3570k-3-4-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmb3b75a2fde796?page=1,Super! It is really a good processor in this price point,"['super', 'really', 'good', 'processor', 'price', 'point']",positive,"Mar, 2020"
intel-3570k-3-4-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-3570k-3-4-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmb3b75a2fde796?page=1,Super! Good processor gives me 4Ghz for all 4 cores.,"['super', 'good', 'processor', 'gives', '4ghz', 'cores']",positive,"Aug, 2020"
intel-3570k-3-4-ghz-lga-1155-socket-4-cores-desktop-processor,https://www.flipkart.com/intel-3570k-3-4-ghz-lga-1155-socket-4-cores-desktop-processor/product-reviews/itmb3b75a2fde796?page=1,Good choice The product is in good condition & working fine.,"['good', 'choice', 'product', 'good', 'condition', 'working', 'fine']",positive,"Jul, 2020"
intel-i5-3570-3-4-ghz-upto-4-lga-1155-socket-cores-threads-8-mb-smart-cache-desktop-processor,https://www.flipkart.com/intel-i5-3570-3-4-ghz-upto-4-lga-1155-socket-cores-threads-8-mb-smart-cache-desktop-processor/product-reviews/itm97440420a734d?page=1,Just wow! The item is working great. Upgraded the pc from core to duo to i5 with 240 gb SSD and 8 gb DDR3 ram. Now the pc works great. Loving it.,"['wow', 'item', 'working', 'great', 'upgraded', 'pc', 'core', 'duo', 'i5', 'gb', 'ssd', 'gb', 'ddr3', 'ram', 'pc', 'works', 'great', 'loving']",positive,"Jan, 2021"
intel-i5-3570-3-4-ghz-upto-4-lga-1155-socket-cores-threads-8-mb-smart-cache-desktop-processor,https://www.flipkart.com/intel-i5-3570-3-4-ghz-upto-4-lga-1155-socket-cores-threads-8-mb-smart-cache-desktop-processor/product-reviews/itm97440420a734d?page=1,Worth every penny Performance is great. Well packaged. Thermal paste also provided. Thanks to seller and flipkart.,"['worth', 'every', 'penny', 'performance', 'great', 'well', 'packaged', 'thermal', 'paste', 'also', 'provided', 'thanks', 'seller', 'flipkart']",positive,"May, 2022"
intel-i5-3570-3-4-ghz-upto-4-lga-1155-socket-cores-threads-8-mb-smart-cache-desktop-processor,https://www.flipkart.com/intel-i5-3570-3-4-ghz-upto-4-lga-1155-socket-cores-threads-8-mb-smart-cache-desktop-processor/product-reviews/itm97440420a734d?page=1,"Mind-blowing purchase Processor received is in good condition, tested with H61 motherboard, working fine. But there is no replacement option, so buy at your own risk...","['mind-blowing', 'purchase', 'processor', 'received', 'good', 'condition', 'tested', 'h61', 'motherboard', 'working', 'fine', 'replacement', 'option', 'buy', 'risk']",positive,"May, 2021"
intel-i5-3570-3-4-ghz-upto-4-lga-1155-socket-cores-threads-8-mb-smart-cache-desktop-processor,https://www.flipkart.com/intel-i5-3570-3-4-ghz-upto-4-lga-1155-socket-cores-threads-8-mb-smart-cache-desktop-processor/product-reviews/itm97440420a734d?page=1,Value-for-money Overpriced but ok if we pair it with gt 1030 or higher we can play many games with good fps,"['value-for-money', 'overpriced', 'ok', 'pair', 'gt', 'higher', 'play', 'many', 'games', 'good', 'fps']",positive,"Apr, 2021"
intel-i5-3570-3-4-ghz-upto-4-lga-1155-socket-cores-threads-8-mb-smart-cache-desktop-processor,https://www.flipkart.com/intel-i5-3570-3-4-ghz-upto-4-lga-1155-socket-cores-threads-8-mb-smart-cache-desktop-processor/product-reviews/itm97440420a734d?page=1,Brilliant Superb quality ??7jan it's delivery DONE ?? am happy ?? it's working fine ??In 2094Rs...I have i5 3rd gen And also termal pest . Almost 80RsSaler are very good .I appreciate your work brother ??I hope it's working Long Day by Day,"['brilliant', 'superb', 'quality', '7jan', ""'s"", 'delivery', 'done', 'happy', ""'s"", 'working', 'fine', '2094rs.i', 'i5', '3rd', 'gen', 'also', 'termal', 'pest', 'almost', '80rssaler', 'good', '.i', 'appreciate', 'work', 'brother', 'hope', ""'s"", 'working', 'long', 'day', 'day']",positive,"Jan, 2023"
