product_id,product_url,product_name,product_fullName,review_date,year,text,cleaned_text,review_rating,category
619,https://cpu.userbenchmark.com/Intel-Core-i5-2500K/Rating/619,Intel-Core-i5-2500K,Intel-Core-i5-2500K,3 years ago.,2021,"Good Best old processor for all 2020 cases, gaming (with 1060), office, multimedia","['good', 'best', 'old', 'processor', 'cases', 'gaming', 'office', 'multimedia']",positive,1
619,https://cpu.userbenchmark.com/Intel-Core-i5-2500K/Rating/619,Intel-Core-i5-2500K,Intel-Core-i5-2500K,3 years ago.,2021,"Excellent Bought it back in distant 2011, November. I'm very satisfied with performance and reliability. I still use it and have spent thousands of hours on it. Paired with numerous OSes and played hundred of games with no issue.","['excellent', 'bought', 'back', 'distant', 'november', ""'m"", 'satisfied', 'performance', 'reliability', 'still', 'use', 'spent', 'thousands', 'hours', 'paired', 'numerous', 'oses', 'played', 'hundred', 'games', 'issue']",negative,0
619,https://cpu.userbenchmark.com/Intel-Core-i5-2500K/Rating/619,Intel-Core-i5-2500K,Intel-Core-i5-2500K,3 years ago.,2021,"Excellent ????? ????????? ?????????? ????? ??????? ???? ?????????, ???? ?? 4.8 Ghz ???????? ??? ???? , ????? ????? ??? ???? ?? 60 ?????? ????? !","['excellent', '4.8', 'ghz']",positive,1
619,https://cpu.userbenchmark.com/Intel-Core-i5-2500K/Rating/619,Intel-Core-i5-2500K,Intel-Core-i5-2500K,3 years ago.,2021,"Excellent One of the best value CPUs of all time. Still runs most games in 2020 without crazy bottlenecking, almost 10 years after release. Perfectly paired with anything between a GTX 960 and GTX 1070. Running safe overclocked to 4.5 GHz (4.9 under water) since 2011 without any signs of degradation.","['excellent', 'one', 'best', 'value', 'cpus', 'time', 'still', 'runs', 'games', 'without', 'crazy', 'bottlenecking', 'almost', 'years', 'release', 'perfectly', 'paired', 'anything', 'gtx', 'gtx', '1070.', 'running', 'safe', 'overclocked', '4.5', 'ghz', '4.9', 'water', 'since', 'without', 'signs', 'degradation']",negative,0
619,https://cpu.userbenchmark.com/Intel-Core-i5-2500K/Rating/619,Intel-Core-i5-2500K,Intel-Core-i5-2500K,3 years ago.,2021,Excellent Still runs (OC'd) brand new games with max settings on 3440 x 1440p smoothly. https://www.userbenchmark.com/UserRun/36437883,"['excellent', 'still', 'runs', 'oc', ""'d"", 'brand', 'new', 'games', 'max', 'settings', 'x', '1440p', 'smoothly', 'https', '//www.userbenchmark.com/userrun/36437883']",positive,1
619,https://cpu.userbenchmark.com/Intel-Core-i5-2500K/Rating/619,Intel-Core-i5-2500K,Intel-Core-i5-2500K,3 years ago.,2021,Excellent yes i love it,"['excellent', 'yes', 'love']",negative,0
620,https://cpu.userbenchmark.com/Intel-Core-i7-2600/Rating/620,Intel-Core-i7-2600,Intel-Core-i7-2600,3 years ago.,2021,"Excellent This CPU deserves to be the great for Performance if your device can't go with 3rd generation intel CPUs onwards. Combined with a great GPU, it will also enable playing more newer games unless it requires even more CPU power. Finally, if you need more power, consider switching to the K version which (i7-2x00K) which should give your more CPU power thanks to its unlocked multipiler. Otherwise still a great processor and i7-4770 can be considered an upgrade if you need more power without going to i7-2700K. Having this processor in use since 14th February 2020 on an ESPRIMO E900","['excellent', 'cpu', 'deserves', 'great', 'performance', 'device', 'ca', ""n't"", 'go', '3rd', 'generation', 'intel', 'cpus', 'onwards', 'combined', 'great', 'gpu', 'also', 'enable', 'playing', 'newer', 'games', 'unless', 'requires', 'even', 'cpu', 'power', 'finally', 'need', 'power', 'consider', 'switching', 'k', 'version', 'i7-2x00k', 'give', 'cpu', 'power', 'thanks', 'unlocked', 'multipiler', 'otherwise', 'still', 'great', 'processor', 'i7-4770', 'considered', 'upgrade', 'need', 'power', 'without', 'going', 'i7-2700k', 'processor', 'use', 'since', '14th', 'february', 'esprimo', 'e900']",positive,1
620,https://cpu.userbenchmark.com/Intel-Core-i7-2600/Rating/620,Intel-Core-i7-2600,Intel-Core-i7-2600,3 years ago.,2021,Good I like it cause I had it :),"['good', 'like', 'cause']",positive,1
621,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,Intel-Core-i7-2600K,Intel-Core-i7-2600K,3 years ago.,2021,Liked nan,"['liked', 'nan']",positive,1
621,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,Intel-Core-i7-2600K,Intel-Core-i7-2600K,3 years ago.,2021,Good Chugging away after so many years.,"['good', 'chugging', 'away', 'many', 'years']",positive,1
626,https://cpu.userbenchmark.com/Intel-Core-i7-3630QM/Rating/626,Intel-Core-i7-3630QM,Intel-Core-i7-3630QM,3 years ago.,2021,Excellent Really nice upgrade from a i3-3110m. Chipset was compatible. So I got fastest frequencies and double the core/thread count,"['excellent', 'really', 'nice', 'upgrade', 'i3-3110m', 'chipset', 'compatible', 'got', 'fastest', 'frequencies', 'double', 'core/thread', 'count']",positive,1
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Intel-Core-i5-2400,3 years ago.,2021,"Good This CPU is a great option for people who are looking to build their first PC, but only have a tight budget to do so. An used i5-2400 can be obtained from places like eBay, OfferUp, and Hardwareswap for about $20-30 USD. Despite the i5-2400 being over 9 years old, it still has a respectable single and quad core speed, as measure by Cinebench and Userbenchmark. If you can find a cheap OEM motherboard to pair with a $30 i5-2400, it can be a great starter CPU/MOBO combo for a $300 entry-level build.","['good', 'cpu', 'great', 'option', 'people', 'looking', 'build', 'first', 'pc', 'tight', 'budget', 'used', 'i5-2400', 'obtained', 'places', 'like', 'ebay', 'offerup', 'hardwareswap', '20-30', 'usd', 'despite', 'i5-2400', 'years', 'old', 'still', 'respectable', 'single', 'quad', 'core', 'speed', 'measure', 'cinebench', 'userbenchmark', 'find', 'cheap', 'oem', 'motherboard', 'pair', 'i5-2400', 'great', 'starter', 'cpu/mobo', 'combo', 'entry-level', 'build']",positive,1
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Intel-Core-i5-2400,3 years ago.,2021,"Average The CPU overheats most of the time, normally it goes 60+ degrees (in celsius) when doing stuff and 56 degrees when idle. It's an OK CPU for tasks that require little power and it isn't best for games that require more power.","['average', 'cpu', 'overheats', 'time', 'normally', 'goes', '60+', 'degrees', 'celsius', 'stuff', 'degrees', 'idle', ""'s"", 'ok', 'cpu', 'tasks', 'require', 'little', 'power', ""n't"", 'best', 'games', 'require', 'power']",positive,1
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Intel-Core-i5-3570K,3 years ago.,2021,Excellent Used since released and still going strong. Starting to show its age a little when comparing to 9th/10th gen with newer tech but will still hold its own.,"['excellent', 'used', 'since', 'released', 'still', 'going', 'strong', 'starting', 'show', 'age', 'little', 'comparing', '9th/10th', 'gen', 'newer', 'tech', 'still', 'hold']",positive,1
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Intel-Core-i5-3570K,3 years ago.,2021,Good nice processor,"['good', 'nice', 'processor']",positive,1
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Intel-Core-i7-3770K,3 years ago.,2021,Excellent Good processor still great for gaming even though already 3 years minimum power consumption and nice overclocking when it's needed,"['excellent', 'good', 'processor', 'still', 'great', 'gaming', 'even', 'though', 'already', 'years', 'minimum', 'power', 'consumption', 'nice', 'overclocking', ""'s"", 'needed']",positive,1
1487,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,Intel-Core-i7-3930K,Intel-Core-i7-3930K,3 years ago.,2021,Excellent Good for 3D rendering - 6 years in full power on watercooling - 100%,"['excellent', 'good', '3d', 'rendering', 'years', 'full', 'power', 'watercooling']",positive,1
1487,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,Intel-Core-i7-3930K,Intel-Core-i7-3930K,3 years ago.,2021,"Good Bought this loyal processor Q1 '12, it's still going strong. Not worth going for this now, since you're paying for rarity (discontinued a good while ago), but if you happen to come across one, defo still worth using. The most taxing games and software run properly on it. It's been such a good boy for so long, I'll feel sad when I finally upgrade my core components for PCI4 M.2 compatability. Oh, I use this with a p9x79 deluxe board and low latency 2*8gb ram.","['good', 'bought', 'loyal', 'processor', 'q1', ""'12"", ""'s"", 'still', 'going', 'strong', 'worth', 'going', 'since', ""'re"", 'paying', 'rarity', 'discontinued', 'good', 'ago', 'happen', 'come', 'across', 'one', 'defo', 'still', 'worth', 'using', 'taxing', 'games', 'software', 'run', 'properly', ""'s"", 'good', 'boy', 'long', ""'ll"", 'feel', 'sad', 'finally', 'upgrade', 'core', 'components', 'pci4', 'm.2', 'compatability', 'oh', 'use', 'p9x79', 'deluxe', 'board', 'low', 'latency', '8gb', 'ram']",positive,1
1488,https://cpu.userbenchmark.com/Intel-Core-i3-3225/Rating/1488,Intel-Core-i3-3225,Intel-Core-i3-3225,3 years ago.,2021,"Excellent Energy saving, reliant, cheap and fast for the money. System built up in 2015 - In 2020 still well to work with.","['excellent', 'energy', 'saving', 'reliant', 'cheap', 'fast', 'money', 'system', 'built', 'still', 'well', 'work']",positive,1
1537,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537,Intel-Core-i7-4770K,Intel-Core-i7-4770K,3 years ago.,2021,Excellent The best processor for high performance PC.,"['excellent', 'best', 'processor', 'high', 'performance', 'pc']",positive,1
1538,https://cpu.userbenchmark.com/Intel-Core-i5-4670K/Rating/1538,Intel-Core-i5-4670K,Intel-Core-i5-4670K,3 years ago.,2021,Average Been using it since 2013. Still waiting for a worthy succesor in its class.,"['average', 'using', 'since', '2013.', 'still', 'waiting', 'worthy', 'succesor', 'class']",positive,1
1538,https://cpu.userbenchmark.com/Intel-Core-i5-4670K/Rating/1538,Intel-Core-i5-4670K,Intel-Core-i5-4670K,3 years ago.,2021,"Excellent No issues in 8 years, still holding against new games!","['excellent', 'issues', 'years', 'still', 'holding', 'new', 'games']",positive,1
1538,https://cpu.userbenchmark.com/Intel-Core-i5-4670K/Rating/1538,Intel-Core-i5-4670K,Intel-Core-i5-4670K,3 years ago.,2021,"Excellent Hmmmmm, a CPU a little old but so powerful for its age, if you overclock it at 4.20 GHz it becomes equal to an i5 7600k. On the other hand it?s really a shame because it?s in LGA 1150 and it only supports DDR3 but again it?s just old","['excellent', 'hmmmmm', 'cpu', 'little', 'old', 'powerful', 'age', 'overclock', '4.20', 'ghz', 'becomes', 'equal', 'i5', '7600k', 'hand', 'it\x92s', 'really', 'shame', 'it\x92s', 'lga', 'supports', 'ddr3', 'it\x92s', 'old']",positive,1
1621,https://cpu.userbenchmark.com/Intel-Core-i3-4130/Rating/1621,Intel-Core-i3-4130,Intel-Core-i3-4130,3 years ago.,2021,"Average Clearly not the best CPU. Good at performing normal tasks, not bad for gaming.","['average', 'clearly', 'best', 'cpu', 'good', 'performing', 'normal', 'tasks', 'bad', 'gaming']",negative,0
1967,https://cpu.userbenchmark.com/Intel-Pentium-G3220/Rating/1967,Intel-Pentium-G3220,Intel-Pentium-G3220,3 years ago.,2021,Good the cores of this cpu do as they should,"['good', 'cores', 'cpu']",positive,1
1968,https://cpu.userbenchmark.com/Intel-Pentium-G3420/Rating/1968,Intel-Pentium-G3420,Intel-Pentium-G3420,3 years ago.,2021,Excellent nan,"['excellent', 'nan']",negative,0
1976,https://cpu.userbenchmark.com/Intel-Core-i7-4930K/Rating/1976,Intel-Core-i7-4930K,Intel-Core-i7-4930K,3 years ago.,2021,"Excellent Outstanding CPU still in 2020 if you overclock it +4.4Ghz Only minus is that my ddr3 can't keep up. Still one of the best CPU:s from 7 years ago. Mine is 4.6ghz and got score 93.5, that is excellent!","['excellent', 'outstanding', 'cpu', 'still', 'overclock', '+4.4ghz', 'minus', 'ddr3', 'ca', ""n't"", 'keep', 'still', 'one', 'best', 'cpu', 'years', 'ago', 'mine', '4.6ghz', 'got', 'score', '93.5', 'excellent']",negative,0
1977,https://cpu.userbenchmark.com/Intel-Core-i7-4960X/Rating/1977,Intel-Core-i7-4960X,Intel-Core-i7-4960X,3 years ago.,2021,"Good Great chip, been using this for years now and its still a great chip to be using. Sure i have bumped the speed up to 4.5ghz for some more performance but wanted to make sure it worked great with my 1080ti and guess what? IT DOES....VERY WELL :P","['good', 'great', 'chip', 'using', 'years', 'still', 'great', 'chip', 'using', 'sure', 'bumped', 'speed', '4.5ghz', 'performance', 'wanted', 'make', 'sure', 'worked', 'great', '1080ti', 'guess', 'does.very', 'well', 'p']",negative,0
1977,https://cpu.userbenchmark.com/Intel-Core-i7-4960X/Rating/1977,Intel-Core-i7-4960X,Intel-Core-i7-4960X,3 years ago.,2021,"Good Great chip, been using this for years now and its still a great chip to be using. Sure i have bumped the speed up to 4.5ghz for some more performance but wanted to make sure it worked great with my 1080ti and guess what? IT DOES....VERY WELL :P","['good', 'great', 'chip', 'using', 'years', 'still', 'great', 'chip', 'using', 'sure', 'bumped', 'speed', '4.5ghz', 'performance', 'wanted', 'make', 'sure', 'worked', 'great', '1080ti', 'guess', 'does.very', 'well', 'p']",positive,1
1978,https://cpu.userbenchmark.com/Intel-Core-i7-4770/Rating/1978,Intel-Core-i7-4770,Intel-Core-i7-4770,3 years ago.,2021,Good Nice and still performs well. :),"['good', 'nice', 'still', 'performs', 'well']",positive,1
1979,https://cpu.userbenchmark.com/Intel-Core-i7-3770/Rating/1979,Intel-Core-i7-3770,Intel-Core-i7-3770,3 years ago.,2021,"Good too expensive for basically no reason, every option is better.","['good', 'expensive', 'basically', 'reason', 'every', 'option', 'better']",positive,1
1979,https://cpu.userbenchmark.com/Intel-Core-i7-3770/Rating/1979,Intel-Core-i7-3770,Intel-Core-i7-3770,3 years ago.,2021,Excellent it is a great cpu if you are on a budget and even though it is getting quite old now it is still a very strong cpu ofr gaming,"['excellent', 'great', 'cpu', 'budget', 'even', 'though', 'getting', 'quite', 'old', 'still', 'strong', 'cpu', 'ofr', 'gaming']",positive,1
1979,https://cpu.userbenchmark.com/Intel-Core-i7-3770/Rating/1979,Intel-Core-i7-3770,Intel-Core-i7-3770,3 years ago.,2021,Good TOP,"['good', 'top']",positive,1
1981,https://cpu.userbenchmark.com/Intel-Core-i7-920/Rating/1981,Intel-Core-i7-920,Intel-Core-i7-920,3 years ago.,2021,"Excellent This chip still slapped for years after its release until my only X58 motherboard died last year. I would get another but they are extremely expensive. So until then, Rest in peace 920, 2008-2020.","['excellent', 'chip', 'still', 'slapped', 'years', 'release', 'x58', 'motherboard', 'died', 'last', 'year', 'would', 'get', 'another', 'extremely', 'expensive', 'rest', 'peace', '2008-2020']",positive,1
1993,https://cpu.userbenchmark.com/Intel-Core-i5-4440/Rating/1993,Intel-Core-i5-4440,Intel-Core-i5-4440,3 years ago.,2021,Good didnt know that a 4th gen cpu is better than a 7th gen cpu,"['good', 'didnt', 'know', '4th', 'gen', 'cpu', 'better', '7th', 'gen', 'cpu']",positive,1
1993,https://cpu.userbenchmark.com/Intel-Core-i5-4440/Rating/1993,Intel-Core-i5-4440,Intel-Core-i5-4440,3 years ago.,2021,"Excellent Was the heart of my gaming pc, coupled with a GTX 960 SSC 4gb, 8gb dual channel ddr3 ram, 120gb ssd and 1tb hard drive, making an 2015'ish Gamer PC","['excellent', 'heart', 'gaming', 'pc', 'coupled', 'gtx', 'ssc', '4gb', '8gb', 'dual', 'channel', 'ddr3', 'ram', '120gb', 'ssd', '1tb', 'hard', 'drive', 'making', ""2015'ish"", 'gamer', 'pc']",positive,1
1993,https://cpu.userbenchmark.com/Intel-Core-i5-4440/Rating/1993,Intel-Core-i5-4440,Intel-Core-i5-4440,3 years ago.,2021,Good didnt know that a 4th gen cpu is better than a 7th gen cpu,"['good', 'didnt', 'know', '4th', 'gen', 'cpu', 'better', '7th', 'gen', 'cpu']",negative,0
1993,https://cpu.userbenchmark.com/Intel-Core-i5-4440/Rating/1993,Intel-Core-i5-4440,Intel-Core-i5-4440,3 years ago.,2021,"Excellent Was the heart of my gaming pc, coupled with a GTX 960 SSC 4gb, 8gb dual channel ddr3 ram, 120gb ssd and 1tb hard drive, making an 2015'ish Gamer PC","['excellent', 'heart', 'gaming', 'pc', 'coupled', 'gtx', 'ssc', '4gb', '8gb', 'dual', 'channel', 'ddr3', 'ram', '120gb', 'ssd', '1tb', 'hard', 'drive', 'making', ""2015'ish"", 'gamer', 'pc']",positive,1
2008,https://cpu.userbenchmark.com/Intel-Core-i7-4771/Rating/2008,Intel-Core-i7-4771,Intel-Core-i7-4771,3 years ago.,2021,Excellent Almost no need to upgrade.,"['excellent', 'almost', 'need', 'upgrade']",positive,1
2293,https://cpu.userbenchmark.com/Intel-Core-i7-4790/Rating/2293,Intel-Core-i7-4790,Intel-Core-i7-4790,3 years ago.,2021,Excellent Works better then I thought its possible.,"['excellent', 'works', 'better', 'thought', 'possible']",positive,1
2293,https://cpu.userbenchmark.com/Intel-Core-i7-4790/Rating/2293,Intel-Core-i7-4790,Intel-Core-i7-4790,3 years ago.,2021,Excellent Very reasonable,"['excellent', 'reasonable']",negative,0
2309,https://cpu.userbenchmark.com/Intel-Core-i3-4150/Rating/2309,Intel-Core-i3-4150,Intel-Core-i3-4150,3 years ago.,2021,Excellent Still have it and running strong but getting a bit slower sometimes,"['excellent', 'still', 'running', 'strong', 'getting', 'bit', 'slower', 'sometimes']",positive,1
2309,https://cpu.userbenchmark.com/Intel-Core-i3-4150/Rating/2309,Intel-Core-i3-4150,Intel-Core-i3-4150,3 years ago.,2021,"Average Much slower than a native quad-core, e.g. i5-4570k.","['average', 'much', 'slower', 'native', 'quad-core', 'e.g', 'i5-4570k']",positive,1
2310,https://cpu.userbenchmark.com/Intel-Core-i5-4460/Rating/2310,Intel-Core-i5-4460,Intel-Core-i5-4460,3 years ago.,2021,"Good Nice, not gonna be as good as my i7-4790 but it's a good chip","['good', 'nice', 'gon', 'na', 'good', 'i7-4790', ""'s"", 'good', 'chip']",positive,1
2384,https://cpu.userbenchmark.com/Intel-Core-i7-4790K/Rating/2384,Intel-Core-i7-4790K,Intel-Core-i7-4790K,3 years ago.,2021,Excellent vary guds better than michael's,"['excellent', 'vary', 'guds', 'better', 'michael', ""'s""]",negative,0
2384,https://cpu.userbenchmark.com/Intel-Core-i7-4790K/Rating/2384,Intel-Core-i7-4790K,Intel-Core-i7-4790K,3 years ago.,2021,Excellent Still holding up amazingly after 5 years.,"['excellent', 'still', 'holding', 'amazingly', 'years']",negative,0
2384,https://cpu.userbenchmark.com/Intel-Core-i7-4790K/Rating/2384,Intel-Core-i7-4790K,Intel-Core-i7-4790K,3 years ago.,2021,Excellent 999999999 fps,"['excellent', 'fps']",positive,1
2384,https://cpu.userbenchmark.com/Intel-Core-i7-4790K/Rating/2384,Intel-Core-i7-4790K,Intel-Core-i7-4790K,3 years ago.,2021,Excellent It is still a great cpu 6 years later,"['excellent', 'still', 'great', 'cpu', 'years', 'later']",positive,1
2384,https://cpu.userbenchmark.com/Intel-Core-i7-4790K/Rating/2384,Intel-Core-i7-4790K,Intel-Core-i7-4790K,3 years ago.,2021,"Excellent The 4790k continues to hold up as a robust chip with plenty of overclocking potential. It's more than adequate for gaming at standard refresh rates and as a general-purpose computer CPU it will easily last for years to come. With a good overclock and an adequate cooling solution, it remains competent even in more demanding modern gaming titles. I'm convinced this is one of the chips they'll write stories about even 10 years from now thanks to its legendary and rock-solid performance. Definitely one for the CPU hall of fame.","['excellent', '4790k', 'continues', 'hold', 'robust', 'chip', 'plenty', 'overclocking', 'potential', ""'s"", 'adequate', 'gaming', 'standard', 'refresh', 'rates', 'general-purpose', 'computer', 'cpu', 'easily', 'last', 'years', 'come', 'good', 'overclock', 'adequate', 'cooling', 'solution', 'remains', 'competent', 'even', 'demanding', 'modern', 'gaming', 'titles', ""'m"", 'convinced', 'one', 'chips', ""'ll"", 'write', 'stories', 'even', 'years', 'thanks', 'legendary', 'rock-solid', 'performance', 'definitely', 'one', 'cpu', 'hall', 'fame']",negative,0
2384,https://cpu.userbenchmark.com/Intel-Core-i7-4790K/Rating/2384,Intel-Core-i7-4790K,Intel-Core-i7-4790K,3 years ago.,2021,"Excellent Just picked one up on the 'bay for $145. I have it on an Arctic Freezer II 280. Overclocked to 4.8 ghz. It's ballin' no problem. I'm holding out for maybe 2 years to upgrade, we'll see. Bought it for fun and to try overclocking.","['excellent', 'picked', 'one', ""'bay"", 'arctic', 'freezer', 'ii', '280.', 'overclocked', '4.8', 'ghz', ""'s"", 'ballin', 'problem', ""'m"", 'holding', 'maybe', 'years', 'upgrade', ""'ll"", 'see', 'bought', 'fun', 'try', 'overclocking']",positive,1
2384,https://cpu.userbenchmark.com/Intel-Core-i7-4790K/Rating/2384,Intel-Core-i7-4790K,Intel-Core-i7-4790K,3 years ago.,2021,Excellent Perfect to overclock and compete with 10th Gen i7's in gaming.,"['excellent', 'perfect', 'overclock', 'compete', '10th', 'gen', 'i7', ""'s"", 'gaming']",positive,1
